,Device name,Device manufacture,Platform,Device price,reviews,score
24,Samsung Galaxy S24 128GB - Onyx Black - Unlocked,Samsung,Bestbuy,879.99,620,-0.087103165
25,Samsung Galaxy S24 Ultra 256GB - Titanium Black - Unlocked,Samsung,Bestbuy,1579.99,777,-0.165655103
26,Refurbished (Good) - Samsung Galaxy S21 5G 128GB - Phantom Grey - Unlocked,Samsung,Bestbuy,234.76,0,-0.025813626
27,Samsung Galaxy A35 5G 128GB - Awesome Navy - Unlocked,Samsung,Bestbuy,399.99,2,-0.045175227
28,Samsung Galaxy S23 FE 128GB - Graphite - Unlocked,Samsung,Bestbuy,649.99,8,-0.074400596
29,Samsung Galaxy S24 Ultra 512GB - Titanium Black - Unlocked,Samsung,Bestbuy,1739.99,777,-0.184449152
30,Refurbished (Excellent) - Samsung Galaxy S22 5G 128GB - Phantom Black - Unlocked,Samsung,Bestbuy,355.99,1,-0.040030253
31,Samsung Galaxy S24+ (Plus) 256GB - Onyx Black - Unlocked,Samsung,Bestbuy,1179.99,129,-0.133825851
32,Samsung Galaxy S24 256GB - Onyx Black - Unlocked,Samsung,Bestbuy,959.99,711,-0.094371818
33,Samsung Galaxy S24 128GB - Cobalt Violet - Unlocked,Samsung,Bestbuy,879.99,619,-0.087126553
34,Refurbished (Excellent) - Samsung Galaxy S22 Ultra 5G 128GB - Phantom Black - Unlocked,Samsung,Bestbuy,556.86,4,-0.06355484
35,Refurbished (Good) - Samsung Galaxy S22 Ultra 5G 128GB - Phantom Black - Unlocked,Samsung,Bestbuy,484.99,1,-0.055182954
36,Samsung Galaxy S24 Ultra 256GB - Titanium Violet - Unlocked,Samsung,Bestbuy,1579.99,774,-0.165725269
37,Samsung Galaxy S23 FE 128GB - Purple - Unlocked,Samsung,Bestbuy,649.99,0,-0.074587706
38,Refurbished (Excellent) - Samsung Galaxy S20 FE 5G 128GB - Cloud Navy - Unlocked,Samsung,Bestbuy,229.98,1,-0.025228765
39,"Glow Accessories 45W USB-C Super Fast Charging Wall Charger with USB-C to C Cable for Samsung Galaxy S22, S21, S20 Ultra Plus, Note 10+, Note 20, Google Pixel - Black",Samsung,Bestbuy,37.99,0,-0.00270047
40,Samsung Galaxy S24 256GB - Cobalt Violet - Unlocked,Samsung,Bestbuy,959.99,709,-0.094418596
41,Samsung Galaxy S24 128GB - Marble Grey - Unlocked,Samsung,Bestbuy,879.99,619,-0.087126553
42,Refurbished (Excellent) - Samsung Galaxy S22 Ultra 5G 256GB - Phantom Black - Unlocked,Samsung,Bestbuy,649.99,0,-0.074587706
43,Samsung Galaxy S24 256GB - Marble Grey - Unlocked,Samsung,Bestbuy,959.99,709,-0.094418596
44,Refurbished (Good) - Samsung Galaxy S22 Ultra 5G 256GB - Phantom Black - Unlocked,Samsung,Bestbuy,623.97,0,-0.071531323
45,Refurbished (Excellent) - Samsung Galaxy S22 Ultra 5G 128GB - Green - Unlocked,Samsung,Bestbuy,567.96,0,-0.064952232
46,Open Box - Samsung Galaxy S24 128GB - Cobalt Violet - Unlocked,Samsung,Bestbuy,799.99,0,-0.092207126
47,Samsung Galaxy S24 256GB - Amber Yellow - Unlocked,Samsung,Bestbuy,959.99,709,-0.094418596
48,Google Pixel 7a 128GB - Charcoal - Unlocked,Google,Bestbuy,399.99,1015,-0.021482488
49,Google Pixel 8 128GB - Obsidian - Unlocked,Google,Bestbuy,649.99,635,-0.05973589
50,Refurbished (Excellent) - Google Pixel 6 128GB - Stormy Black - Unlocked,Google,Bestbuy,299.96,0,-0.0334722
51,Google Pixel 8a 128GB - Bay - Unlocked,Google,Bestbuy,599.99,110,-0.06614181
52,Google Pixel 8 Pro | 256GB – 6.7’ LTPO OLED Display - Bay – Unlocked – New,Google,Bestbuy,949.99,0,-0.109826547
53,Google Pixel 8 128GB - Rose - Unlocked,Google,Bestbuy,649.99,184,-0.070284187
54,Google Pixel 8 Pro 128GB - Obsidian - Unlocked,Google,Bestbuy,849.99,79,-0.09623256
55,Google Pixel 8 128GB - Hazel - Unlocked,Google,Bestbuy,649.99,192,-0.070097078
56,Google Pixel 8a 128GB - Obsidian - Unlocked,Google,Bestbuy,599.99,152,-0.065159485
57,Open Box - Google Pixel 7 Pro 128GB - Obsidian - Unlocked,Google,Bestbuy,509.99,2,-0.058096136
58,Google Pixel Buds Pro In-Ear Noise Cancelling True Wireless Earbuds - Bay Blue,Google,Bestbuy,159.99,1270,0.0126727
59,Google Pixel Watch 2 (GPS) 40mm Black Aluminum Case with Black Active Band,Google,Bestbuy,349.99,610,-0.025081766
60,Google Pixel Watch (GPS + LTE) 40mm Polished Silver Stainless Steel Case with Chalk Active Band,Google,Bestbuy,199.99,1,-0.021706055
61,Google Pixel 7 128GB - Obsidian - Unlocked - New,Google,Bestbuy,514.99,3,-0.058660061
62,Open Box - Google Pixel 8 128GB - Obsidian - Unlocked,Google,Bestbuy,579.99,0,-0.066365309
63,Google Pixel 8a 128GB - Porcelain - Unlocked,Google,Bestbuy,599.99,80,-0.06684347
64,Refurbished (Excellent) - Google Pixel 7 128GB - Obsidian - Unlocked,Google,Bestbuy,429.99,0,-0.048745889
65,Open Box - Google Pixel 7a 128GB - Sea - Unlocked,Google,Bestbuy,349.99,0,-0.039348865
66,Google Fitted Hard Shell Case for Google Pixel 8 - Carbon,Google,Bestbuy,24.99,10,-0.000939567
67,Google Pixel Watch 2 (GPS) 40mm Gold Aluminum Case with Hazel Active Band,Google,Bestbuy,349.99,111,-0.03675272
68,Google Pixel Watch 2 (GPS) 40mm Silver Aluminum Case with Porcelain Active Band,Google,Bestbuy,349.99,62,-0.037898766
69,Google Pixel Watch 2 (GPS + LTE) 40mm Black Aluminum Case with Black Active Band,Google,Bestbuy,399.99,139,-0.041970977
70,Google Pixel 8 Pro | 256GB – 6.7’ LTPO OLED Display - Obsidian – Unlocked – New,Google,Bestbuy,1098.5,0,-0.127270948
71,Brand New - Google Pixel 8 128GB - Obsidian - Unlocked,Google,Bestbuy,609.99,0,-0.069889193
72,Google Pixel 7a 128GB - Charcoal - Unlocked,Motorola,Bestbuy,399.99,1015,-0.021482488
73,Google Pixel 8 Pro 128GB - Obsidian - Unlocked,Motorola,Bestbuy,849.99,79,-0.09623256
74,Samsung Galaxy A35 5G 128GB - Awesome Navy - Unlocked,Motorola,Bestbuy,399.99,2,-0.045175227
75,Google Pixel 8 128GB - Obsidian - Unlocked,Motorola,Bestbuy,649.99,635,-0.05973589
76,Samsung Galaxy S24 128GB - Onyx Black - Unlocked,Motorola,Bestbuy,879.99,620,-0.087103165
77,Google Pixel 8 128GB - Hazel - Unlocked,Motorola,Bestbuy,649.99,192,-0.070097078
78,Open Box - Motorola Moto G Play (2024) 64GB - Sapphire Blue - Unlocked,Motorola,Bestbuy,150,0,-0.015857478
79,Open Box - Motorola Moto G 5G (2023) 128GB - Ink blue - Unlocked,Motorola,Bestbuy,189,0,-0.020438528
80,Motorola Edge (2022) 256GB - Mineral Gray - Unlocked,Motorola,Bestbuy,275,3,-0.030470163
81,Brand New - Motorola Moto G Stylus (2023) 128GB - Black - Unlocked,Motorola,Bestbuy,299.99,0,-0.033475724
82,Open Box - Motorola Moto G Stylus 5G (2023) 128GB + 6GB Ram Unlocked - Black - Unused Product,Motorola,Bestbuy,209.99,4,-0.022810517
83,Refurbished (Fair) - Motorola Razr+ (Plus) 5G 256GB - Infinite Black - Unlocked (2023),Motorola,Bestbuy,598,0,-0.068480814
84,Open Box - Motorola Moto G Pure 32GB - Deep Indigo - Unlocked,Motorola,Bestbuy,106.99,0,-0.010805403
85,Refurbished (Excellent) - Motorola Razr 40 5G 128GB - Sage Green - Unlocked (2023),Motorola,Bestbuy,499.99,0,-0.056968285
86,Motorola Moto G Play (2024) 64GB - Sapphire Blue - Unlocked,Motorola,Bestbuy,202,0,-0.021965544
87,Open Box - Motorola Moto G Stylus (2023) 128GB - Cosmic Black - Unlocked,Motorola,Bestbuy,209.99,3,-0.022833906
88,Open Box - Motorola Moto G Play (2023) 32GB - Deep Indigo - Unlocked,Motorola,Bestbuy,124.99,0,-0.012919734
89,Motorola Edge (2022) 128GB - Mineral Gray - Unlocked,Motorola,Bestbuy,275,1,-0.03051694
90,Refurbished (Excellent) - Motorola Edge (2022) 256GB Smartphone - Mineral Gray - Unlocked,Motorola,Bestbuy,289.99,1,-0.032277708
91,Refurbished (Excellent) - Motorola Moto G Play (2023) 32GB - Deep Indigo - Unlocked,Motorola,Bestbuy,114.99,0,-0.011745106
92,Refurbished (Good) - Motorola Razr+ (Plus) 5G 256GB - Infinite Black - Unlocked (2023),Motorola,Bestbuy,549.99,0,-0.062841425
93,Open Box - Motorola Moto G 5G (2022) 64GB 4GB RAM - Moonlight Gray - Unlocked Smartphone - Canadian Model,Motorola,Bestbuy,156,0,-0.016562255
94,Open Box - Motorola Edge 2022 256GB Black Unlocked,Motorola,Bestbuy,286,0,-0.03183242
95,Open Box - Motorola Moto G Power (2022) 64GB 4GB RAM | Unlocked Smartphone -Canadian Model,Motorola,Bestbuy,131,0,-0.013625685
